0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.000000000000000000e+00,6.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,6.000000000000000000e+00,6.000000000000000000e+00,6.000000000000000000e+00,0.000000000000000000e+00
6.000000000000000000e+00,1.900000000000000000e+01,6.000000000000000000e+00,6.000000000000000000e+00,0.000000000000000000e+00
2.600000000000000000e+01,4.900000000000000000e+01,1.300000000000000000e+01,4.600000000000000000e+01,1.200000000000000000e+01
3.800000000000000000e+01,1.290000000000000000e+02,3.400000000000000000e+01,8.400000000000000000e+01,1.200000000000000000e+01
6.700000000000000000e+01,1.290000000000000000e+02,5.200000000000000000e+01,1.320000000000000000e+02,1.800000000000000000e+01
9.800000000000000000e+01,1.530000000000000000e+02,6.800000000000000000e+01,2.130000000000000000e+02,1.800000000000000000e+01
1.050000000000000000e+02,1.800000000000000000e+02,4.700000000000000000e+01,1.960000000000000000e+02,1.200000000000000000e+01
7.200000000000000000e+01,1.790000000000000000e+02,5.400000000000000000e+01,2.230000000000000000e+02,1.200000000000000000e+01
6.900000000000000000e+01,1.800000000000000000e+02,4.900000000000000000e+01,2.420000000000000000e+02,1.800000000000000000e+01
6.800000000000000000e+01,1.470000000000000000e+02,4.900000000000000000e+01,2.160000000000000000e+02,1.200000000000000000e+01
8.100000000000000000e+01,1.310000000000000000e+02,3.400000000000000000e+01,2.280000000000000000e+02,1.800000000000000000e+01
6.300000000000000000e+01,1.230000000000000000e+02,3.000000000000000000e+01,2.360000000000000000e+02,1.200000000000000000e+01
4.800000000000000000e+01,1.140000000000000000e+02,3.300000000000000000e+01,2.300000000000000000e+02,1.800000000000000000e+01
4.400000000000000000e+01,9.200000000000000000e+01,3.000000000000000000e+01,2.470000000000000000e+02,0.000000000000000000e+00
5.000000000000000000e+01,1.130000000000000000e+02,3.400000000000000000e+01,2.160000000000000000e+02,1.800000000000000000e+01
4.400000000000000000e+01,1.140000000000000000e+02,1.900000000000000000e+01,2.850000000000000000e+02,1.200000000000000000e+01
5.800000000000000000e+01,1.440000000000000000e+02,3.400000000000000000e+01,3.660000000000000000e+02,1.800000000000000000e+01
6.500000000000000000e+01,1.910000000000000000e+02,4.700000000000000000e+01,3.920000000000000000e+02,1.800000000000000000e+01
6.700000000000000000e+01,2.140000000000000000e+02,5.500000000000000000e+01,4.990000000000000000e+02,1.800000000000000000e+01
7.800000000000000000e+01,2.740000000000000000e+02,6.700000000000000000e+01,5.140000000000000000e+02,1.800000000000000000e+01
8.100000000000000000e+01,2.750000000000000000e+02,5.900000000000000000e+01,5.270000000000000000e+02,1.800000000000000000e+01
8.400000000000000000e+01,2.770000000000000000e+02,5.600000000000000000e+01,5.290000000000000000e+02,1.800000000000000000e+01
8.900000000000000000e+01,2.300000000000000000e+02,4.400000000000000000e+01,4.540000000000000000e+02,1.800000000000000000e+01
8.700000000000000000e+01,2.220000000000000000e+02,6.100000000000000000e+01,3.830000000000000000e+02,1.800000000000000000e+01
8.200000000000000000e+01,1.980000000000000000e+02,4.200000000000000000e+01,3.450000000000000000e+02,1.800000000000000000e+01
6.000000000000000000e+01,1.750000000000000000e+02,4.900000000000000000e+01,2.590000000000000000e+02,1.800000000000000000e+01
5.900000000000000000e+01,1.450000000000000000e+02,2.700000000000000000e+01,2.430000000000000000e+02,1.800000000000000000e+01
7.100000000000000000e+01,1.220000000000000000e+02,2.700000000000000000e+01,2.150000000000000000e+02,1.800000000000000000e+01
4.100000000000000000e+01,1.270000000000000000e+02,2.700000000000000000e+01,2.140000000000000000e+02,1.200000000000000000e+01
2.900000000000000000e+01,8.400000000000000000e+01,1.800000000000000000e+01,1.800000000000000000e+02,1.200000000000000000e+01
4.100000000000000000e+01,1.030000000000000000e+02,1.400000000000000000e+01,1.790000000000000000e+02,1.800000000000000000e+01
3.600000000000000000e+01,7.600000000000000000e+01,1.400000000000000000e+01,1.280000000000000000e+02,1.200000000000000000e+01
3.400000000000000000e+01,8.600000000000000000e+01,1.200000000000000000e+01,1.500000000000000000e+02,1.800000000000000000e+01
3.000000000000000000e+01,1.060000000000000000e+02,1.300000000000000000e+01,1.450000000000000000e+02,1.800000000000000000e+01
3.400000000000000000e+01,1.150000000000000000e+02,1.600000000000000000e+01,1.640000000000000000e+02,1.800000000000000000e+01
4.100000000000000000e+01,1.540000000000000000e+02,2.300000000000000000e+01,1.930000000000000000e+02,1.800000000000000000e+01
5.900000000000000000e+01,1.910000000000000000e+02,3.400000000000000000e+01,2.960000000000000000e+02,1.800000000000000000e+01
8.500000000000000000e+01,2.880000000000000000e+02,4.800000000000000000e+01,3.700000000000000000e+02,1.800000000000000000e+01
1.220000000000000000e+02,4.580000000000000000e+02,8.800000000000000000e+01,5.530000000000000000e+02,1.800000000000000000e+01
2.230000000000000000e+02,6.750000000000000000e+02,9.400000000000000000e+01,8.250000000000000000e+02,3.400000000000000000e+01
3.510000000000000000e+02,9.580000000000000000e+02,1.760000000000000000e+02,1.244000000000000000e+03,4.700000000000000000e+01
4.970000000000000000e+02,1.197000000000000000e+03,2.340000000000000000e+02,1.723000000000000000e+03,6.400000000000000000e+01
5.890000000000000000e+02,1.419000000000000000e+03,2.640000000000000000e+02,2.135000000000000000e+03,8.700000000000000000e+01
7.380000000000000000e+02,1.494000000000000000e+03,3.000000000000000000e+02,2.394000000000000000e+03,7.600000000000000000e+01
6.270000000000000000e+02,1.477000000000000000e+03,2.880000000000000000e+02,2.338000000000000000e+03,7.500000000000000000e+01
5.480000000000000000e+02,1.214000000000000000e+03,2.330000000000000000e+02,2.038000000000000000e+03,6.500000000000000000e+01
4.300000000000000000e+02,9.680000000000000000e+02,2.000000000000000000e+02,1.672000000000000000e+03,6.100000000000000000e+01
3.440000000000000000e+02,7.750000000000000000e+02,1.350000000000000000e+02,1.428000000000000000e+03,3.500000000000000000e+01
2.940000000000000000e+02,5.980000000000000000e+02,1.110000000000000000e+02,1.048000000000000000e+03,4.700000000000000000e+01
1.920000000000000000e+02,4.330000000000000000e+02,9.500000000000000000e+01,7.780000000000000000e+02,1.800000000000000000e+01
1.570000000000000000e+02,3.050000000000000000e+02,7.000000000000000000e+01,5.560000000000000000e+02,1.800000000000000000e+01
1.090000000000000000e+02,1.970000000000000000e+02,3.200000000000000000e+01,4.050000000000000000e+02,1.800000000000000000e+01
6.300000000000000000e+01,1.470000000000000000e+02,3.200000000000000000e+01,2.820000000000000000e+02,1.800000000000000000e+01
4.700000000000000000e+01,1.230000000000000000e+02,3.500000000000000000e+01,2.300000000000000000e+02,1.800000000000000000e+01
5.100000000000000000e+01,7.700000000000000000e+01,1.800000000000000000e+01,1.590000000000000000e+02,1.800000000000000000e+01
1.600000000000000000e+01,9.300000000000000000e+01,6.000000000000000000e+00,1.060000000000000000e+02,1.200000000000000000e+01
