origin_date,scenario_id,target,horizon,location,race_ethnicity,output_type,output_type_id,value,run_grouping,stochastic_run
2020-11-15,A-2020-05-01,inc death,5,06,asian,sample,NA,99.34140917985656,6,1
2020-11-15,A-2020-05-01,inc death,6,06,asian,sample,NA,125.88500107047716,6,1
2020-11-15,A-2020-05-01,inc death,7,06,asian,sample,NA,155.42289924948113,6,1
2020-11-15,A-2020-05-01,inc death,8,06,asian,sample,NA,184.4131646899697,6,1
2020-11-15,A-2020-05-01,inc death,9,06,asian,sample,NA,209.57218352704712,6,1
2020-11-15,A-2020-05-01,inc death,10,06,asian,sample,NA,224.42543215839055,6,1
2020-11-15,A-2020-05-01,inc death,11,06,asian,sample,NA,222.77162274417515,6,1
2020-11-15,A-2020-05-01,inc death,12,06,asian,sample,NA,203.3146829707358,6,1
2020-11-15,A-2020-05-01,inc death,13,06,asian,sample,NA,169.61661677719562,6,1
2020-11-15,A-2020-05-01,inc death,14,06,asian,sample,NA,127.04520992840627,6,1
2020-11-15,A-2020-05-01,inc death,15,06,asian,sample,NA,82.87688075730904,6,1
2020-11-15,A-2020-05-01,inc death,16,06,asian,sample,NA,45.84547376885761,6,1
2020-11-15,A-2020-05-01,inc death,17,06,asian,sample,NA,21.199197165736024,6,1
2020-11-15,A-2020-05-01,inc death,18,06,asian,sample,NA,8.23491892515425,6,1
2020-11-15,A-2020-05-01,inc death,19,06,asian,sample,NA,2.728368831891182,6,1
2020-11-15,A-2020-05-01,inc death,20,06,asian,sample,NA,0.8057553755068639,6,1
2020-11-15,A-2020-05-01,inc death,1,06,asian,sample,NA,57.276518859375315,7,1
2020-11-15,A-2020-05-01,inc death,2,06,asian,sample,NA,71.34708527696188,7,1
2020-11-15,A-2020-05-01,inc death,3,06,asian,sample,NA,94.42498573178074,7,1
2020-11-15,A-2020-05-01,inc death,4,06,asian,sample,NA,128.76785378982902,7,1
2020-11-15,A-2020-05-01,inc death,5,06,asian,sample,NA,175.77550921244352,7,1
2020-11-15,A-2020-05-01,inc death,6,06,asian,sample,NA,236.18964362353773,7,1
2020-11-15,A-2020-05-01,inc death,7,06,asian,sample,NA,307.83745687925096,7,1
2020-11-15,A-2020-05-01,inc death,8,06,asian,sample,NA,383.1665603528009,7,1
2020-11-15,A-2020-05-01,inc death,9,06,asian,sample,NA,453.4795547632602,7,1
2020-11-15,A-2020-05-01,inc death,10,06,asian,sample,NA,501.30255470348936,7,1
2020-11-15,A-2020-05-01,inc death,11,06,asian,sample,NA,509.07656396199076,7,1
2020-11-15,A-2020-05-01,inc death,12,06,asian,sample,NA,471.39461821746386,7,1
2020-11-15,A-2020-05-01,inc death,13,06,asian,sample,NA,395.9761759154738,7,1
2020-11-15,A-2020-05-01,inc death,14,06,asian,sample,NA,296.6908213034432,7,1
2020-11-15,A-2020-05-01,inc death,15,06,asian,sample,NA,192.65392553623138,7,1
2020-11-15,A-2020-05-01,inc death,16,06,asian,sample,NA,105.72752683941249,7,1
2020-11-15,A-2020-05-01,inc death,17,06,asian,sample,NA,48.41295449193859,7,1
2020-11-15,A-2020-05-01,inc death,18,06,asian,sample,NA,18.61749708305736,7,1
2020-11-15,A-2020-05-01,inc death,19,06,asian,sample,NA,6.112980983271398,7,1
2020-11-15,A-2020-05-01,inc death,20,06,asian,sample,NA,1.7924029280062024,7,1
2020-11-15,A-2020-05-01,inc death,1,06,asian,sample,NA,53.137747201795634,8,1
2020-11-15,A-2020-05-01,inc death,2,06,asian,sample,NA,68.86283540023733,8,1
2020-11-15,A-2020-05-01,inc death,3,06,asian,sample,NA,92.66033030321309,8,1
2020-11-15,A-2020-05-01,inc death,4,06,asian,sample,NA,127.16633746092518,8,1
2020-11-15,A-2020-05-01,inc death,5,06,asian,sample,NA,173.91078310447583,8,1
2020-11-15,A-2020-05-01,inc death,6,06,asian,sample,NA,233.62446231609076,8,1
2020-11-15,A-2020-05-01,inc death,7,06,asian,sample,NA,304.07845885922404,8,1
2020-11-15,A-2020-05-01,inc death,8,06,asian,sample,NA,377.70728890108535,8,1
2020-11-15,A-2020-05-01,inc death,9,06,asian,sample,NA,445.8511127984117,8,1
2020-11-15,A-2020-05-01,inc death,10,06,asian,sample,NA,491.32833700695335,8,1
2020-11-15,A-2020-05-01,inc death,11,06,asian,sample,NA,496.98753048570234,8,1
2020-11-15,A-2020-05-01,inc death,12,06,asian,sample,NA,457.7546534155334,8,1
2020-11-15,A-2020-05-01,inc death,13,06,asian,sample,NA,381.7220218837356,8,1
2020-11-15,A-2020-05-01,inc death,14,06,asian,sample,NA,283.30237445571527,8,1
2020-11-15,A-2020-05-01,inc death,15,06,asian,sample,NA,181.83445462275728,8,1
2020-11-15,A-2020-05-01,inc death,16,06,asian,sample,NA,98.425043362068,8,1
2020-11-15,A-2020-05-01,inc death,17,06,asian,sample,NA,44.355692211792146,8,1
2020-11-15,A-2020-05-01,inc death,18,06,asian,sample,NA,16.755433020225947,8,1
2020-11-15,A-2020-05-01,inc death,19,06,asian,sample,NA,5.39734147829337,8,1
2020-11-15,A-2020-05-01,inc death,20,06,asian,sample,NA,1.5513297626049316,8,1
2020-11-15,A-2020-05-01,inc death,1,06,asian,sample,NA,42.01830138092927,9,1
2020-11-15,A-2020-05-01,inc death,2,06,asian,sample,NA,55.184123813966124,9,1
2020-11-15,A-2020-05-01,inc death,3,06,asian,sample,NA,75.42410349207563,9,1
2020-11-15,A-2020-05-01,inc death,4,06,asian,sample,NA,105.37929027311354,9,1
2020-11-15,A-2020-05-01,inc death,5,06,asian,sample,NA,146.97272948309717,9,1
2020-11-15,A-2020-05-01,inc death,6,06,asian,sample,NA,201.64430278872118,9,1
2020-11-15,A-2020-05-01,inc death,7,06,asian,sample,NA,268.37424016028166,9,1
2020-11-15,A-2020-05-01,inc death,8,06,asian,sample,NA,341.21367342597875,9,1
2020-11-15,A-2020-05-01,inc death,9,06,asian,sample,NA,412.67976745870124,9,1
2020-11-15,A-2020-05-01,inc death,10,06,asian,sample,NA,466.1726982522028,9,1
2020-11-15,A-2020-05-01,inc death,11,06,asian,sample,NA,483.67446281417665,9,1
2020-11-15,A-2020-05-01,inc death,12,06,asian,sample,NA,457.6219955218755,9,1
2020-11-15,A-2020-05-01,inc death,13,06,asian,sample,NA,392.7115927071963,9,1
2020-11-15,A-2020-05-01,inc death,14,06,asian,sample,NA,300.33477942919245,9,1
2020-11-15,A-2020-05-01,inc death,15,06,asian,sample,NA,198.70669865366563,9,1
2020-11-15,A-2020-05-01,inc death,16,06,asian,sample,NA,110.87291758263143,9,1
2020-11-15,A-2020-05-01,inc death,17,06,asian,sample,NA,51.49525100092108,9,1
2020-11-15,A-2020-05-01,inc death,18,06,asian,sample,NA,20.03362217518799,9,1
2020-11-15,A-2020-05-01,inc death,19,06,asian,sample,NA,6.6375839734005595,9,1
2020-11-15,A-2020-05-01,inc death,20,06,asian,sample,NA,1.9599951182129716,9,1
2020-11-15,A-2020-05-01,inc death,1,06,asian,sample,NA,73.0496714696704,10,1
